parity,EO bias
0.08150470219435735,0.1036682082275
0.20626959247648902,0.2155470197025413
0.3047021943573668,0.3393235265811204
0.3047021943573668,0.3393235265811204
0.3047021943573668,0.3393235265811204
0.3047021943573668,0.3393235265811204
0.3047021943573668,0.3393235265811204
0.3047021943573668,0.3393235265811204
0.3047021943573668,0.3393235265811204
0.3047021943573668,0.3393235265811204
0.3047021943573668,0.3393235265811204
0.3047021943573668,0.3393235265811204
0.3047021943573668,0.3393235265811204
0.3047021943573668,0.3393235265811204
0.3047021943573668,0.3393235265811204
0.3047021943573668,0.3393235265811204
0.3047021943573668,0.3393235265811204
0.3047021943573668,0.3393235265811204
0.3047021943573668,0.3393235265811204
0.3047021943573668,0.3393235265811204
0.3047021943573668,0.3393235265811204
0.3047021943573668,0.3393235265811204
0.3047021943573668,0.3393235265811204
0.3047021943573668,0.3393235265811204
0.3047021943573668,0.3393235265811204
0.3047021943573668,0.3393235265811204
0.3047021943573668,0.3393235265811204
0.3047021943573668,0.3393235265811204
0.3047021943573668,0.3393235265811204
0.3047021943573668,0.3393235265811204
0.3047021943573668,0.3393235265811204
0.3047021943573668,0.3393235265811204
