parity,EO bias
0.1584298410988419,0.17917054830167994
0.7819148936170213,0.8338173645133592
0.6408340066433252,0.7408800739484875
0.608919113026304,0.7098705970682101
0.6231035101894246,0.7181443930967596
0.610692162671694,0.7056386156410867
0.5557276236646018,0.6633269216344417
0.5557276236646018,0.658331975271121
0.6337418080617649,0.7163598304814044
0.6284226591255947,0.6961146655506761
0.5557276236646018,0.6405768297729426
0.5557276236646018,0.6405768297729426
0.6479262052248855,0.7133621005190742
0.6443801059341053,0.7076792038713374
0.6443801059341053,0.7076792038713374
0.660337552742616,0.730682393587992
0.733032588203609,0.7818833642430967
0.7188481910404884,0.7810417184088971
0.7702666307568004,0.809434025342135
0.6160113116078643,0.6927757592752734
0.7702666307568004,0.809434025342135
0.42097585061495646,0.5516662431532277
0.5301418439716312,0.6231015390867068
0.776595744680851,0.81648471339193
0.776595744680851,0.81648471339193
0.5372340425531915,0.6189388344011405
0.5372340425531915,0.6189388344011405
0.5372340425531915,0.6189388344011405
0.5372340425531915,0.6189388344011405
0.5372340425531915,0.6189388344011405
0.5425531914893617,0.625466611364579
0.5638297872340425,0.6513358372900574
