parity,EO bias
0.15690367178382258,0.17926539503357541
0.5215459197414489,0.6165942412577221
0.5215459197414489,0.6165942412577221
0.5215459197414489,0.6165942412577221
0.5215459197414489,0.6165942412577221
0.5215459197414489,0.6165942412577221
0.5215459197414489,0.6165942412577221
0.5215459197414489,0.6165942412577221
0.5215459197414489,0.6165942412577221
0.5215459197414489,0.6165942412577221
0.5215459197414489,0.6165942412577221
0.5215459197414489,0.6165942412577221
0.5215459197414489,0.6165942412577221
0.5215459197414489,0.6165942412577221
0.5215459197414489,0.6165942412577221
0.5215459197414489,0.6165942412577221
0.5215459197414489,0.6165942412577221
0.5215459197414489,0.6165942412577221
0.5215459197414489,0.6165942412577221
0.5215459197414489,0.6165942412577221
0.5215459197414489,0.6165942412577221
0.5215459197414489,0.6165942412577221
0.5215459197414489,0.6165942412577221
0.5215459197414489,0.6165942412577221
0.5215459197414489,0.6165942412577221
0.5215459197414489,0.6165942412577221
0.5215459197414489,0.6165942412577221
0.5215459197414489,0.6165942412577221
0.5215459197414489,0.6165942412577221
0.5215459197414489,0.6165942412577221
0.5215459197414489,0.6165942412577221
