parity,EO bias
0.28878335594753507,0.27094543136559346
0.35413839891451837,0.34357421708851116
0.3960877431026684,0.3790339570018103
0.3960877431026684,0.3790339570018103
0.3960877431026684,0.3790339570018103
0.3960877431026684,0.3790339570018103
0.3960877431026684,0.3790339570018103
0.3960877431026684,0.3790339570018103
0.3960877431026684,0.3790339570018103
0.3960877431026684,0.3790339570018103
0.3960877431026684,0.3790339570018103
0.3960877431026684,0.3790339570018103
0.3960877431026684,0.3790339570018103
0.3960877431026684,0.3790339570018103
0.3960877431026684,0.3790339570018103
0.3960877431026684,0.3790339570018103
0.3960877431026684,0.3790339570018103
0.3960877431026684,0.3790339570018103
0.3960877431026684,0.3790339570018103
0.3960877431026684,0.3790339570018103
0.3960877431026684,0.3790339570018103
0.3960877431026684,0.3790339570018103
0.3960877431026684,0.3790339570018103
0.3960877431026684,0.3790339570018103
0.3960877431026684,0.3790339570018103
0.3960877431026684,0.3790339570018103
0.3960877431026684,0.3790339570018103
0.3960877431026684,0.3790339570018103
0.3960877431026684,0.3790339570018103
0.3960877431026684,0.3790339570018103
0.3960877431026684,0.3790339570018103
0.3960877431026684,0.3790339570018103
